index;SpType;RA;DEC;B;V;RV;Teff;e_Teff;log(g);e_log(g);[Fe/H];e_[Fe/H];lum;misc;PHYSREF;NAMES
BD+26_2276;G6III;179.3375;25.234694444444447;11.4;10.7;;5810.0;69.0;4.05;0.13;0.11;0.1;III;;1985AJ.....90..803R (Rose);BD+26 2276 NGP 26 21
BD+27_2057;G7III;176.87083333333334;26.412666666666667;10.43;9.44;-36.1;4882.0;51.0;2.5;0.15;-0.56;0.12;III;;2001A&A...380..578T (Tautvaisiene);BD+27 2057 SAO 81993 NGP 27 6
BD+27_2096;G6III;181.75416666666663;27.01608333333333;11.12;10.35;;5572.0;47.0;3.89;0.1;0.41;0.07;III;;1985AJ.....90..803R (Rose);BD+27 2096 NGP 27 49
BD+27_2126;G5;186.35416666666663;27.000777777777778;12.01;11.31;-15.5;4721.0;25.0;2.57;0.08;-0.06;0.06;;;Mis-ID with Up27-100??;BD+27 2126 NGP 27 98
BD+28_2079;G7III;181.7458333333333;27.796472222222224;11.21;10.07;;4812.0;31.0;2.36;0.1;-0.5;0.07;III;;2001A&A...380..578T (Tautvaisiene);BD+28 2079 SAO 82141 NGP 28 35
BD+29_2231;G7III;178.96666666666667;28.437444444444445;10.73;9.81;;4942.0;48.0;2.52;0.14;-0.44;0.11;III;;2001A&A...380..578T (Tautvaisiene);BD+29 2231 SAO 82055 NGP 29 19
BD+29_2294;G5III-IVp;187.5458333333333;28.406694444444444;10.33;9.51;-5.0;4983.0;44.0;2.47;0.13;-0.7;0.11;III;#NAME?;2001A&A...380..578T (Tautvaisiene);BD+29 2294 SAO 82340 NGP 29 103
BD+30_2611;G8III;226.725;30.01025;10.3;9.14;-278.2;4391.0;28.0;0.96;0.1;-1.46;0.08;III;;2000AJ....120.1841F (Fulbright);BD+30 2611 SAO 64506 HIP 73960
BD+30_2931;K2;256.97083333333336;30.547861111111114;9.85;8.65;;4427.0;20.0;2.27;0.08;-0.21;0.05;;;Helium star;BD+30 2931 SAO 65807
BD+31_2356;G6III;185.4125;30.39602777777778;11.2;10.7;;5843.0;55.0;3.96;0.11;0.24;0.08;III;;1985AJ.....90..803R (Rose);BD+31 2356 NGP 31 62
BD+34_2371;G7III;194.45416666666668;33.650305555555555;10.38;9.51;;4906.0;69.0;2.47;0.16;-0.43;0.16;III;;2001A&A...380..578T (Tautvaisiene);BD+34 2371 SAO 63267 NGP 34 134
BD+36_2303;G7III;190.84583333333333;36.17330555555555;10.56;9.54;;4649.0;31.0;1.75;0.11;-0.92;0.08;III;;2001A&A...380..578T (Tautvaisiene);BD+36 2303 SAO 63158 NGP 36 120
BD+36_368;K1III;29.40833333333333;37.66052777777777;9.9;8.85;8.0;4797.0;48.0;2.69;0.15;-0.09;0.11;III;;Jones..Coude.Feed.Library;BD+36 368 SAO 55131
BD+37_2312;G7III;190.72083333333333;36.83152777777778;10.49;9.82;;5617.0;45.0;4.22;0.09;0.2;0.07;III;;1985AJ.....90..803R (Rose);BD+37 2312 SAO 63152 NGP 37 154
BD+37_2319;G6III;191.21666666666667;36.254583333333336;10.56;9.83;;5707.0;46.0;4.05;0.09;0.31;0.07;III;;1985AJ.....90..803R (Rose);BD+37 2319 SAO 63175 NGP 37 163
BD+37_448;G9III;29.72083333333333;37.815888888888885;10.07;9.04;;4900.0;37.0;2.7;0.1;-0.06;0.08;III;;Jones..Coude.Feed.Library;BD+37 448 SAO 55164 HIP 9245
BD+39_2554;G6III;191.0875;38.41708333333333;10.27;9.54;;5595.0;43.0;3.88;0.09;0.25;0.07;III;; 1985AJ.....90..803R (Rose);BD+39 2554 SAO 63169 HIP 62159 NGP 39 128
BD+45_1668;A9.2;135.78333333333333;44.58558333333333;10.26;9.91;-60.0;8693.0;79.0;4.72;0.06;-0.48;0.16;;;;BD+45 1668 HIP 44428
HD000249;K1IV;1.8458333333333332;26.45061111111111;8.33;7.33;12.6;4757.0;28.0;2.88;0.09;-0.29;0.06;IV;;2001MNRAS.326..981C (Cenarro);HD 249 BD+25 5073 SAO 73755 HIP 607
HD000358;B8IVmnp...;2.095833333333333;29.090444444444444;1.95;2.06;-11.7;12307.0;180.0;4.14;0.07;0.38;0.09;IV;mnp...;1979ApJS...41..675H (Heacox);HD 358 BD+28 4 SAO 73765 HR 15 HIP 677
HD000400;F8IV;2.1708333333333334;36.62711111111111;6.68;6.22;-13.8;6215.0;45.0;4.18;0.07;-0.24;0.07;IV;;1990ApJS...74.1075M (McWilliam);HD 400 BD+35 8 SAO 53677 HR 17 HIP 699
HD000417;K0III;2.216666666666667;25.46297222222222;7.22;6.25;14.7;4858.0;33.0;2.45;0.1;-0.3;0.08;III;;Jones..Coude.Feed.Library;HD 417 BD+24 3 SAO 73769 HR 19 HIP 716
HD000693;F5V;2.816666666666667;-15.467972222222222;5.38;4.89;14.4;6221.0;41.0;4.14;0.06;-0.34;0.06;V;;1993A&A...275..101E (Edvardsson);HD 693 BD-16 17 SAO 147133 HR 33 HIP 910
HD000886;B2IV;3.308333333333333;15.183583333333331;2.6;2.83;4.1;21397.0;382.0;3.84;0.04;-0.06;0.03;IV;;1992ApJ...387..673G (Gies);HD 886 BD+14 14 SAO 91781 HR 39 HIP 1067
HD001227;G8II-III;4.141666666666667;8.240166666666665;7.04;6.13;1.4;5068.0;41.0;2.81;0.1;0.0;0.09;II;#NAME?;1995AJ....110.2425L (Luck);HD 1227 BD+07 27 SAO 109100 HR 59 HIP 1319
HD001406;K3III;4.5875;30.39594444444444;8.3;7.09;-38.4;4349.0;20.0;2.61;0.09;-0.13;0.06;III;;Jones..Coude.Feed.Library;HD 1406 BD+29 39 SAO 53800 HIP 1477
HD001522;K1.5III;4.858333333333333;-8.823916666666667;4.78;3.56;18.6;4530.0;25.0;2.25;0.09;0.14;0.05;III;;1990ApJS...74.1075M (McWilliam);HD 1522 BD-09 48 SAO 128694 HR 74 HIP 1562
HD001918;G9III;5.929166666666666;45.08913888888889;8.59;7.62;35.7;4896.0;33.0;2.47;0.1;-0.42;0.08;III;;Jones..Coude.Feed.LibrarY;HD 1918 BD+44 76 SAO 36322 HIP 1879
HD002126;K0III-IV;6.4;34.11713888888889;9.25;8.25;-36.0;4775.0;28.0;2.79;0.09;-0.34;0.06;III;#NAME?;Jones..Coude.Feed.Library;HD 2126 BD+33 39 SAO 53881 HIP 2016
HD002454;F6Vawvar;7.083333333333333;10.189861111111112;6.47;6.04;-9.9;6492.0;42.0;4.12;0.05;-0.29;0.06;V;awvar;1993A&A...275..101E (Edvardsson);HD 2454 BD+09 47 SAO 109224 HR 107 HIP 2235
HD002628;A7III;7.529166666666667;29.751555555555555;5.46;5.22;-10.2;7305.0;56.0;3.98;0.06;-0.07;0.06;III;;1991A&A...249..205B (Burkhart);HD 2628 BD+28 75 SAO 74041 HR 114 HIP 2355
HD002665;G5IIIw;7.6875;57.06488888888889;8.46;7.75;-379.0;4942.0;62.0;2.12;0.2;-2.03;0.14;III;w;2000A&A...354..169G (Gratton);HD 2665 BD+56 70 SAO 21465 HIP 2413
HD002857;A2;7.974999999999999;-5.261916666666667;10.12;9.95;-145.0;7776.0;;3.19;;-1.7;;;;1987SvA....31...37K (Klochkova);HD 2857 BD-06 86 HIP 2515
HD002952;K0III;8.291666666666666;54.89497222222222;6.96;5.93;-35.2;4800.0;35.0;2.61;0.11;-0.09;0.08;III;;Jones..Coude.Feed.Library;HD 2952 BD+54 101 SAO 21512 HR 135 HIP 2611
HD003268;F7V;8.979166666666666;13.207055555555554;6.93;6.41;-24.5;6225.0;44.0;4.11;0.07;-0.16;0.06;V;;1993A&A...275..101E (Edvardsson);HD 3268 BD+12 59 SAO 91990 HR 145 HIP 2832
HD003360;B2IV;9.241666666666667;53.89691666666667;3.48;3.67;2.0;21652.0;505.0;3.87;0.05;-0.08;0.03;IV;;1992ApJ...387..673G (Gies);HD 3360 BD+53 105 SAO 21566 HR 153 HIP 2920
HD003454;F5;9.4875;47.40772222222222;8.0;7.8;;6186.0;64.0;4.3;0.09;-0.56;0.11;;;2000A&AS..141..491C (Chen);HD 3454 BD+46 125 SAO 36529 HIP 2981
HD003546;G8III;9.6375;29.31175;5.24;4.37;-83.6;4979.0;43.0;2.46;0.12;-0.64;0.11;III;;1990ApJS...74.1075M (McWilliam);HD 3546 BD+28 103 SAO 74164 HR 163 HIP 3031
HD003817;G8III;10.279166666666669;39.45866666666667;6.22;5.33;-5.1;5101.0;32.0;2.64;0.08;-0.15;0.07;III;;1990ApJS...74.1075M (McWilliam);HD 3817 BD+38 90 SAO 54079 HR 175 HIP 3231
HD004128;K0III;10.895833333333334;-17.986611111111113;3.06;2.04;13.0;4906.0;27.0;2.63;0.07;0.07;0.06;III;;1995AJ....110.2968L (Luck);HD 4128 BD-18 115 SAO 147420 HR 188 HIP 3419
HD004188;K0III;11.045833333333333;-10.609555555555556;5.78;4.78;0.6;4859.0;24.0;2.66;0.07;-0.04;0.05;III;;1990ApJS...74.1075M (McWilliam);HD 4188 BD-11 128 SAO 147423 HR 194 HIP 3455
HD004306;G0;11.3625;-9.54438888888889;9.71;9.08;-67.0;4915.0;73.0;2.01;0.22;-2.55;0.15;;;2000AJ....120.1841F (Fulbright);HD 4306 BD-10 155 SAO 128936 HIP 3554
HD004307;G2V;11.370833333333334;-12.880805555555556;6.76;6.15;-12.8;5803.0;32.0;4.01;0.06;-0.26;0.05;V;;1993A&A...275..101E (Edvardsson);HD 4307 BD-13 128 SAO 147432 HR 203 HIP 3559
HD004395;G5;11.558333333333334;-11.452388888888889;8.39;7.7;;5448.0;51.0;3.39;0.12;-0.28;0.1;;;1993ApJ...417..287S (Smith);HD 4395 BD-12 132 SAO 147438 HIP 3610
HD004502;K1IIe;11.833333333333334;24.267166666666665;5.2;4.1;-23.7;4632.0;43.0;2.31;0.15;-0.15;0.1;II;e;;HD 4502 BD+23 106 SAO 74267 HR 215 HIP 3693
HD004614;G0V;12.275;57.81519444444445;4.03;3.45;10.0;5928.0;29.0;4.33;0.05;-0.28;0.05;V;;1993A&A...275..101E (Edvardsson);HD 4614 BD+57 150 SAO 21732 HR 219 HIP 3821
HD004727;B5V+...;12.454166666666667;41.07891666666667;4.39;4.52;-23.9;15989.0;302.0;3.8;0.07;-0.05;0.07;V;+...;1986ApJ...309..762B (Boesgaard);HD 4727 BD+40 171 SAO 36699 HR 226 HIP 3881
HD004744;G8IV;12.470833333333331;30.450277777777774;8.69;7.61;-162.8;4643.0;22.0;2.46;0.08;-0.66;0.05;IV;;Jones..Coude.Feed.Library;HD 4744 BD+29 141 SAO 54175 HIP 3884
HD004813;F7IV-V;12.533333333333331;-10.644333333333332;5.69;5.19;7.7;6197.0;33.0;4.29;0.05;-0.13;0.05;IV;#NAME?;1993A&A...275..101E (Edvardsson);HD 4813 BD-11 153 SAO 147470 HR 235 HIP 3909
HD004817;K3Iab:;12.816666666666666;61.8055;7.96;6.08;-6.0;4062.0;20.0;0.71;0.12;0.14;0.06;Ia;b:;1991ApJS...75..579L (Luck);HD 4817 BD+61 178 SAO 11430 HR 237 HIP 3988
HD004963;K1III;12.975;27.77947222222222;8.9;7.83;26.4;4661.0;22.0;2.32;0.08;-0.51;0.05;III;;Jones..Coude.Feed.Library;HD 4963 BD+26 138 SAO 74324 HIP 4050
HD005007;K1III;13.095833333333331;25.780638888888888;8.84;7.68;12.9;4546.0;23.0;2.64;0.09;0.04;0.05;III;;Jones..Coude.Feed.Library;HD 5007 BD+24 128 SAO 74332 HIP 4083
HD005015;F8V;13.266666666666667;61.12397222222222;5.35;4.82;20.7;6070.0;32.0;4.06;0.06;0.04;0.04;V;;1993A&A...275..101E (Edvardsson);HD 5015 BD+60 124 SAO 11444 HR 244 HIP 4151
HD005234;K2III;13.75;58.97269444444445;6.06;4.83;-23.0;4457.0;24.0;2.18;0.1;-0.08;0.06;III;;1995AJ....110.2968L (Luck);HD 5234 BD+58 134 SAO 21832 HR 253 HIP 4292
HD005286;K1IV;13.741666666666667;23.62833333333333;6.51;5.51;1.5;4844.0;29.0;3.47;0.07;0.15;0.06;IV;;1995AJ....110.2968L (Luck);HD 5286 BD+22 146 SAO 74359 HR 258 HIP 4288
HD005394;B0IVe;14.179166666666667;60.716750000000005;2.29;2.39;-6.8;33939.0;1090.0;3.38;0.06;0.02;0.04;IV;e;;HD 5394 BD+59 144 SAO 11482 HR 264 HIP 4427
HD005395;G8IIIb;14.166666666666666;59.18105555555555;5.58;4.63;-47.0;4890.0;26.0;2.51;0.08;-0.41;0.06;III;b;1990ApJS...74.1075M (McWilliam);HD 5395 BD+58 138 SAO 21855 HR 265 HIP 4422
HD005516;G8III;14.3;23.41763888888889;5.34;4.4;-10.3;5039.0;30.0;2.88;0.08;0.05;0.06;III;;1990ApJS...74.1075M (McWilliam);HD 5516 BD+22 153 SAO 74388 HR 271 HIP 4463
HD005750;F5;14.9;32.49219444444444;7.4;7.03;22.9;6330.0;47.0;4.21;0.06;-0.42;0.07;;;2000A&AS..141..491C (Chen);HD 5750 BD+31 153 SAO 54328
HD005848;K2II-III;17.1875;86.25708333333333;5.49;4.24;8.5;4500.0;27.0;2.28;0.1;0.12;0.06;II;#NAME?;1990ApJS...74.1075M (McWilliam);HD 5848 BD+85 19 SAO 181 HR 285 HIP 5372
HD005916;G8III-IV;15.329166666666667;45.45205555555556;7.74;6.87;-70.6;5015.0;40.0;2.48;0.11;-0.71;0.1;III;#NAME?;1986A&A...161..314C (Cottrell);HD 5916 BD+44 215 SAO 36851 HIP 4771
HD006186;G9III;15.7375;7.890138888888888;5.24;4.28;7.0;4878.0;33.0;2.43;0.1;-0.35;0.08;III;;1990ApJS...74.1075M (McWilliam);HD 6186 BD+07 153 SAO 109627 HR 294 HIP 4906
HD006203;K0III;15.7625;-4.836611111111111;6.53;5.41;15.3;4570.0;24.0;2.31;0.09;-0.34;0.06;III;;1990ApJS...74.1075M (McWilliam);HD 6203 BD-05 177 SAO 129094 HR 296 HIP 4914
HD006397;F4II-III;16.270833333333332;14.946138888888887;6.02;5.65;4.0;6580.0;63.0;4.03;0.09;-0.1;0.08;II;#NAME?;;HD 6397 BD+14 163 SAO 92230 HR 308 HIP 5081
HD006461;G3V;16.354166666666668;-12.903361111111112;8.4;7.65;1.0;5106.0;48.0;2.45;0.13;-0.88;0.12;V;;1995AJ....109.2068R (Ryan);HD 6461 BD-13 196 SAO 147600 HIP 5104
HD006482;K0III;16.404166666666665;-9.979333333333331;7.11;6.1;12.3;4790.0;30.0;2.79;0.09;-0.09;0.07;III;;Jones..Coude.Feed.Library;HD 6482 BD-10 229 SAO 147601 HR 315 HIP 5121
HD006497;K2III;16.75;56.93497222222222;7.62;6.41;-95.5;4450.0;21.0;2.75;0.09;0.02;0.05;III;;1975A&A....43..127C (Cayrel);HD 6497 BD+56 196 SAO 22015 HR 316 HIP 5240
HD006582;G5Vb;17.066666666666666;54.92033333333333;5.81;5.12;-97.2;5397.0;35.0;4.53;0.07;-0.79;0.08;V;b;2000A&A...362.1077Z (Zhao);HD 6582 BD+54 223 SAO 22024 HR 321 HIP 5336
HD006734;K0IV;17.0;1.993055555555556;7.31;6.46;-95.4;4985.0;36.0;3.4;0.1;-0.53;0.08;IV;;1989A&A...214..239B (Barbuy);HD 6734 BD+01 212 SAO 109694 HIP 5315
HD006763;F0III-IV;17.091666666666665;5.649805555555555;5.86;5.5;7.1;6972.0;45.0;4.1;0.05;-0.11;0.06;III;#NAME?;1989ApJ...336..798B (Boesgaard);HD 6763 BD+04 190 SAO 109697 HR 330 HIP 5346
HD006805;K1.5III;17.145833333333332;-10.182277777777776;4.61;3.45;11.5;4576.0;20.0;2.62;0.07;0.1;0.04;III;;1995AJ....110.2968L (Luck);HD 6805 BD-10 240 SAO 147632 HR 334 HIP 5364
HD006833;G9III;17.466666666666665;54.73897222222222;7.91;6.77;-245.0;4608.0;32.0;1.92;0.12;-0.72;0.08;III;;2000AJ....120.1841F (Fulbright);HD 6833 BD+53 236 SAO 22044 HIP 5458
HD006834;F2;17.395833333333332;39.781055555555554;8.78;8.42;;6416.0;48.0;4.23;0.06;-0.61;0.08;;;2000A&AS..141..491C (Chen);HD 6834 BD+39 269 SAO 54467 HIP 5441
HD006840;G0;17.7125;67.78008333333334;7.7;6.6;-9.5;6004.0;52.0;4.01;0.1;-0.33;0.08;;;2000A&AS..141..491C (Chen);HD 6840 BD+67 98 SAO 11614 HIP 5531
HD006920;F8V;17.579166666666666;42.081472222222224;6.24;5.68;-10.6;5944.0;43.0;3.71;0.09;-0.04;0.07;V;;1993A&A...275..101E (Edvardsson);HD 6920 BD+41 219 SAO 36984 HR 340 HIP 5493
HD007087;G8.5IIIa;17.8625;21.03463888888889;5.68;4.67;15.8;4918.0;31.0;2.34;0.08;-0.1;0.07;III;a;1990ApJS...74.1075M (McWilliam);HD 7087 BD+20 172 SAO 74544 HR 351 HIP 5571
HD007439;F5V;18.6;-7.922833333333334;5.59;5.13;22.0;6422.0;46.0;4.15;0.06;-0.29;0.06;V;;1980ApJ...241..218L (Luck);HD 7439 BD-08 216 SAO 129193 HR 366 HIP 5799
HD007476;F5V;18.704166666666666;-0.9738055555555556;6.12;5.7;25.5;6501.0;40.0;4.06;0.05;-0.17;0.05;V;;1993A&A...275..101E (Edvardsson);HD 7476 BD-01 162 SAO 129196 HR 368 HIP 5833
HD008207;K0III;20.58333333333333;45.528777777777776;5.95;4.87;-11.7;4757.0;26.0;2.66;0.08;0.13;0.06;III;;1990ApJS...74.1075M (McWilliam);HD 8207 BD+44 287 SAO 37155 HR 390 HIP 6411
HD008491;K0III;21.48333333333333;68.13;5.78;4.73;-11.5;4802.0;27.0;2.7;0.08;0.05;0.06;III;;1990ApJS...74.1075M (McWilliam);HD 8491 BD+67 123 SAO 11751 HR 399 HIP 6692
HD008512;K0III;21.004166666666663;-8.18325;4.66;3.6;17.2;4729.0;28.0;2.58;0.09;-0.12;0.06;III;;1990ApJS...74.1075M (McWilliam);HD 8512 BD-08 244 SAO 129274 HR 402 HIP 6537
HD008705;K2III;21.404166666666665;-14.598805555555556;6.16;4.92;-23.1;4333.0;22.0;2.36;0.11;-0.23;0.06;III;;1990ApJS...74.1075M (McWilliam);HD 8705 BD-15 266 SAO 147803 HR 412 HIP 6670
HD008724;G5;21.575;17.126416666666668;9.29;8.34;-110.0;4754.0;62.0;1.66;0.21;-1.68;0.16;;;2000AJ....120.1841F (Fulbright);HD 8724 BD+16 149 SAO 92437 HIP 6710
HD008890;F7:Ib-IIvar;37.954166666666666;89.2641111111111;2.59;2.01;-17.4;6192.0;50.0;1.4;0.09;0.13;0.08;;:Ib-IIvar;1981IzKry..64....3B (Boiarchuk);HD 8890 BD+88 8 SAO 308 HR 424 HIP 11767
HD008949;K1III;22.09583333333333;7.961361111111111;7.33;6.21;1.6;4700.0;29.0;2.67;0.09;0.13;0.06;III;;;HD 8949 BD+07 213 SAO 109907 HR 426 HIP 6868
HD009057;G9III;22.525;47.00727777777778;6.26;5.27;-11.3;4967.0;30.0;2.74;0.08;0.06;0.06;III;;1990ApJS...74.1075M (McWilliam);HD 9057 BD+46 370 SAO 37275 HR 430 HIP 6999
HD009269;K0IIIvar;22.945833333333333;30.62475;9.11;8.07;42.3;4779.0;31.0;2.55;0.1;-0.22;0.07;III;var;Jones..Coude.Feed.Library;HD 9269 BD+29 256 SAO 54758 HIP 7123
HD009270;G7IIa;22.870833333333334;15.345833333333331;4.59;3.63;14.8;5006.0;34.0;2.26;0.08;-0.06;0.08;II;a;1990ApJS...74.1075M (McWilliam);HD 9270 BD+14 231 SAO 92484 HR 437 HIP 7097
HD009408;G9IIIb;23.48333333333333;59.23202777777778;5.68;4.69;6.4;4844.0;31.0;2.51;0.09;-0.3;0.07;III;b;1990ApJS...74.1075M (McWilliam);HD 9408 BD+58 260 SAO 22397 HR 442 HIP 7294
HD009562;G2IV;23.429166666666667;-7.025333333333333;6.37;5.76;-14.6;5819.0;45.0;3.91;0.09;0.17;0.07;IV;;1993A&A...275..101E (Edvardsson);HD 9562 BD-07 256 SAO 129371 HR 448 HIP 7276
HD009826;F8V;24.2;41.40547222222222;4.63;4.09;-28.3;6151.0;40.0;4.1;0.07;0.08;0.05;V;;1993A&A...275..101E (Edvardsson);HD 9826 BD+40 332 SAO 37362 HR 458 HIP 7513
HD009856;K1III;23.995833333333334;-15.400194444444445;6.67;5.41;23.6;4426.0;24.0;2.08;0.1;-0.11;0.06;III;;1990ApJS...74.1075M (McWilliam);HD 9856 BD-16 270 SAO 147901 HR 459 HIP 7450
HD009927;K3III;24.5;48.62822222222222;4.85;3.57;16.1;4371.0;21.0;2.29;0.1;0.12;0.05;III;;1990ApJS...74.1075M (McWilliam);HD 9927 BD+47 467 SAO 37375 HR 464 HIP 7607
HD010307;G1.5V;25.445833333333333;42.61336111111111;5.57;4.9;4.0;5881.0;49.0;4.29;0.09;0.03;0.08;V;;1993A&A...275..101E (Edvardsson);HD 10307 BD+41 328 SAO 37434 HR 483 HIP 7918
HD010362;B7II;25.741666666666667;61.42108333333333;6.33;6.33;-5.0;14902.0;368.0;3.31;0.12;0.32;0.12;II;;;HD 10362 BD+60 312 SAO 11931 HR 488 HIP 8020
HD010476;K1V;25.625;20.2685;6.04;5.2;-33.5;5229.0;33.0;4.58;0.06;0.02;0.06;V;;1983A&A...128..347P (Perrin);HD 10476 BD+19 279 SAO 74883 HR 493 HIP 7981
HD010486;K2IV;25.816666666666663;45.32263888888889;7.36;6.33;12.2;4896.0;33.0;3.39;0.08;0.36;0.06;IV;;1995AJ....110.2968L (Luck);HD 10486 BD+44 354 SAO 37460 HR 495 HIP 8044
HD010700;G8V;26.016666666666666;-15.937472222222222;4.22;3.5;-16.4;5394.0;34.0;4.56;0.07;-0.47;0.07;V;;1999ApJ...523..234T (Tomkin);HD 10700 BD-16 295 SAO 147986 HR 509 HIP 8102
HD010761;G8III;26.35;9.157722222222224;5.22;4.27;13.6;4997.0;35.0;2.54;0.09;-0.06;0.08;III;;1990ApJS...74.1075M (McWilliam);HD 10761 BD+08 273 SAO 110110 HR 510 HIP 8198
HD010780;K0V;26.9375;63.8525;6.44;5.63;2.8;5417.0;37.0;4.63;0.07;0.11;0.07;V;;1974A&A....34..263H (Hearnshaw);HD 10780 BD+63 238 SAO 11983 HR 511 HIP 8362
HD010975;K0III;27.1625;37.95286111111111;6.91;5.95;36.5;4889.0;31.0;2.51;0.09;-0.22;0.07;III;;Jones..Coude.Feed.Library;HD 10975 BD+37 372 SAO 54991 HR 521 HIP 8423
HD011007;F8V;27.175;32.69022222222222;6.34;5.79;-26.5;5971.0;44.0;4.08;0.08;-0.22;0.07;V;;2000A&AS..141..491C (Chen);HD 11007 BD+31 316 SAO 54994 HR 523 HIP 8433
HD011503;A1p...;28.383333333333333;19.293666666666667;4.71;4.64;-0.6;10990.0;241.0;3.7;0.21;0.43;0.14;;p...;;HD 11503 BD+18 243A SAO 92681 HR 546
HD011592;F5V;28.491666666666667;10.614027777777778;7.24;6.78;-20.6;6328.0;47.0;4.21;0.06;-0.34;0.07;V;;2000A&AS..141..491C (Chen);HD 11592 BD+09 235 SAO 92688 HIP 8859
HD011636;A5V;28.65833333333333;20.808027777777777;2.77;2.64;-1.9;8061.0;43.0;3.88;0.04;0.07;0.04;V;;1977A&AS...27...35M (Mitton);HD 11636 BD+20 306 SAO 75012 HR 553 HIP 8903
HD011749;K0III;29.0375;37.25183333333333;6.76;5.7;58.5;4713.0;30.0;2.44;0.1;-0.21;0.07;III;;1986A&A...161..314C (Cottrell);HD 11749 BD+36 355 SAO 55107 HR 557 HIP 9021
HD012303;B8III;30.575;54.48752777777778;4.92;4.99;-2.0;12230.0;157.0;4.19;0.05;0.3;0.08;III;;;HD 12303 BD+53 439 SAO 22859 HR 590 HIP 9505
HD012339;G8III;31.383333333333333;76.11505555555554;6.16;5.22;0.0;5022.0;27.0;2.51;0.07;-0.06;0.06;III;;1990ApJS...74.1075M (McWilliam);HD 12339 BD+75 86 SAO 4565 HR 592 HIP 9763
HD012533;K3IIb...;30.975;42.32972222222222;3.63;2.26;-11.7;4319.0;18.0;1.5;0.08;0.04;0.05;II;b...;1990AJ.....99.1961F (Fernandez-Villacanas);HD 12533 BD+41 395 SAO 37734 HR 603 HIP 9640
HD012929;K2III;31.791666666666668;23.462416666666662;3.15;2.0;-14.2;4527.0;19.0;2.42;0.07;-0.19;0.04;III;;1995AJ....110.2968L (Luck);HD 12929 BD+22 306 SAO 75151 HR 617 HIP 9884
HD012953;A1Iae;32.170833333333334;58.42361111111111;6.24;5.72;-35.8;10766.0;185.0;1.65;0.05;0.37;0.11;Ia;e;;HD 12953 BD+57 494 SAO 22959 HR 618 HIP 9990
HD013475;B9V+...;33.62083333333333;66.52441666666667;6.67;6.07;-12.1;5122.0;74.0;2.65;0.2;-0.31;0.17;V;+...;;HD 13475 BD+65 239 HD 13474 SAO 12180 HR 640 HIP 10438
HD013530;G8III:var;33.4;51.06580555555555;6.24;5.31;27.3;4863.0;28.0;2.72;0.09;-0.57;0.06;III;:var;1990ApJS...74.1075M (McWilliam);HD 13530 BD+50 481 SAO 23047 HR 645 HIP 10366
HD013555;F5V;33.2;21.211;5.64;5.24;6.0;6432.0;26.0;4.07;0.04;-0.19;0.04;V;;1993A&A...275..101E (Edvardsson);HD 13555 BD+20 348 SAO 75204 HR 646 HIP 10306
HD013611;G8Iab:;33.25;8.846722222222223;5.24;4.37;-4.2;5101.0;30.0;2.34;0.08;-0.21;0.07;Ia;b:;1991ApJS...75..579L (Luck);HD 13611 BD+08 345 SAO 110408 HR 649 HIP 10324
HD013974;G0.5V;34.2625;34.224222222222224;5.48;4.9;-6.4;5711.0;37.0;4.39;0.07;-0.42;0.07;V;;1977MNRAS.181....1C (Clegg);HD 13974 BD+33 395 SAO 55420 HR 660 HIP 10644
HD014214;G0.5IV;34.50416666666667;1.7578055555555556;6.18;5.58;26.8;5975.0;105.0;4.11;0.23;0.03;0.21;IV;;1993A&A...275..101E (Edvardsson);HD 14214 BD+01 410 SAO 110456 HR 672 HIP 10723
HD014489;A2Ia;35.5875;55.845666666666666;5.5;5.2;-15.2;10650.0;136.0;1.74;0.04;0.26;0.08;Ia;;1995ApJS...99..659V (Venn);HD 14489 BD+55 598 SAO 23256 HR 685 HIP 11060
HD014625;G8III;35.416666666666664;-0.1486111111111111;8.42;7.33;5.0;4836.0;30.0;2.84;0.08;0.23;0.06;III;;2001A&A...369.1048P (Prugniel);HD 14625 BD-00 354 SAO 129848
HD014626;K0;35.43333333333333;-0.3513333333333333;8.58;7.51;;4630.0;26.0;2.73;0.09;-0.19;0.06;;;2001A&A...369.1048P (Prugniel);HD 14626 BD-01 321 SAO 129849
HD014770;G8III;36.10416666666666;50.00655555555556;6.16;5.19;-13.3;5016.0;28.0;2.55;0.07;-0.02;0.06;III;;Jones..Coude.Feed.Library;HD 14770 BD+49 649 SAO 38005 HR 694 HIP 11220
HD014938;F5;36.09583333333333;-3.104027777777778;7.66;7.2;;6116.0;94.0;4.18;0.16;-0.35;0.15;;;1993A&A...275..101E (Edvardsson);HD 14938 BD-03 372 SAO 129879 HIP 11218
HD015318;B9III;37.04166666666666;8.460055555555554;4.24;4.28;11.2;10055.0;158.0;3.73;0.11;-0.43;0.11;III;;IRAF Standard;HD 15318 BD+07 388 SAO 110543 HR 718 HIP 11484
HD015335;G0V;37.2;29.93175;6.46;5.91;40.3;5912.0;33.0;4.02;0.06;-0.18;0.05;V;;1993A&A...275..101E (Edvardsson);HD 15335 BD+29 423 SAO 75391 HR 720 HIP 11548
HD015596;G5III-IV;37.725;17.70386111111111;7.13;6.24;-117.5;4853.0;23.0;2.85;0.07;-0.65;0.05;III;#NAME?;1986A&A...161..314C (Cottrell);HD 15596 BD+17 380 SAO 92983 HR 731 HIP 11698
